,Unnamed: 0,Entry ID,Jurisdiction,health_region,Date announced,Date implemented,Intervention category,Intervention type,Intervention summary,"Primary source
(news release or specific resource)",Secondary source,Level,"Indigenous 
population group",Industry,suggested_industry,suggested_hr
133,133,ON237,Ont.,Durham,2020-11-13 00:00:00,2020-11-16 00:00:00,Openings,Orange - Restrict,"Who: Durham Region Health Department. What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings. Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://www.durham.ca/en/news/durham-region-moves-into-orange-restrict-category.aspx,https://www.ontario.ca/page/covid-19-response-framework-keeping-ontario-safe-and-open#control,Regional,No,Restaurants & eating places; Personal care,"Activities, Personal care, Restaurants & eating places, Nightlife",Durham
134,134,ON237,Ont.,Hamilton,2020-11-13 00:00:00,2020-11-16 00:00:00,Closures,Red - Control,"Who: Government of Ontario What: Closures of indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.; Restaurants and events closed.",https://www.hamilton.ca/government-information/news-centre/news-releases/city-hamilton-moves-control-red-category-in-0,https://globalnews.ca/news/7461333/ontario-covid-19-coronavirus-restrictions/,Regional,No,Fitness; ,"Fitness, Activities, Restaurants & eating places, Nightlife",None
135,135,ON237,Ont.,Niagara,2020-11-13 00:00:00,2020-11-16 00:00:00,Restrictions,Orange - Restrict,"Who: Niagara Region Public Health. What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings. Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://www.niagararegion.ca/health/COVID-19/,Not applicable,Regional,No,Restaurants & eating places,"Activities, Personal care, Restaurants & eating places, Nightlife",Niagara
136,136,ON238,Ont.,Toronto,2020-11-20 00:00:00,2020-11-23 00:00:00,Closures,Grey - Lockdown,"Who: Toronto and Peel. What: Closures of non-essential services and recreation. Retail permitted to be open for curbside pick-up or delivery only.
Restaurants, bars, and food and drink establishments will only be able to provide takeout, drive-through and delivery. Indoor and outdoor dining services are prohibited;
Personal care services closed;
Casinos, bingo halls and other gaming establishments closed; and
Indoor sports and recreational facilities, including pools, closed with limited exceptions. Effective until: Dec 21, 2020.",https://news.ontario.ca/en/release/59305/ontario-taking-further-action-to-stop-the-spread-of-covid-19,https://toronto.ctvnews.ca/ontario-places-toronto-and-peel-region-under-lockdown-here-s-what-you-need-to-know-1.5197410,Regional,No,Restaurants & eating places; Nightlife; Personal care,"Clothing stores, Nightlife, Activities, Restaurants & eating places, Personal care, Fitness",Toronto
137,137,ON239,Ont.,Halton,2020-08-14 00:00:00,2020-08-15 00:00:00,Policy,Openings - recreation,"Who: Office of the Premier
What: Announced revised capacity limits on a per room basis for gymnasiums, health clubs, community centres, multi-purpose facilities, arenas, exercise studios, yoga and dance studios and other fitness facilities; allowing up to 50 patrons per room, while ensuring physical distancing of at least 2 metres
Effective until: ",https://news.ontario.ca/en/release/58002/ontario-supporting-the-safe-reopening-of-more-spaces-at-gyms-and-recreation-centres,Not applicable,Provincial/territorial,No,,Fitness,None
138,138,ON239,Ont.,Kingston Frontenac Lennox & Addington,2020-08-14 00:00:00,2020-08-15 00:00:00,Policy,Openings - recreation,"Who: Office of the Premier
What: Announced revised capacity limits on a per room basis for gymnasiums, health clubs, community centres, multi-purpose facilities, arenas, exercise studios, yoga and dance studios and other fitness facilities; allowing up to 50 patrons per room, while ensuring physical distancing of at least 2 metres
Effective until: ",https://news.ontario.ca/en/release/58002/ontario-supporting-the-safe-reopening-of-more-spaces-at-gyms-and-recreation-centres,Not applicable,Provincial/territorial,No,,Fitness,None
139,139,ON239,Ont.,Wellington Dufferin Guelph,2020-08-14 00:00:00,2020-08-15 00:00:00,Policy,Openings - recreation,"Who: Office of the Premier
What: Announced revised capacity limits on a per room basis for gymnasiums, health clubs, community centres, multi-purpose facilities, arenas, exercise studios, yoga and dance studios and other fitness facilities; allowing up to 50 patrons per room, while ensuring physical distancing of at least 2 metres
Effective until: ",https://news.ontario.ca/en/release/58002/ontario-supporting-the-safe-reopening-of-more-spaces-at-gyms-and-recreation-centres,Not applicable,Provincial/territorial,No,,Fitness,None
140,140,ON239,Ont.,Simcoe Muskoka,2020-08-14 00:00:00,2020-08-15 00:00:00,Policy,Openings - recreation,"Who: Office of the Premier
What: Announced revised capacity limits on a per room basis for gymnasiums, health clubs, community centres, multi-purpose facilities, arenas, exercise studios, yoga and dance studios and other fitness facilities; allowing up to 50 patrons per room, while ensuring physical distancing of at least 2 metres
Effective until: ",https://news.ontario.ca/en/release/58002/ontario-supporting-the-safe-reopening-of-more-spaces-at-gyms-and-recreation-centres,Not applicable,Provincial/territorial,No,,Fitness,None
141,141,ON239,Ont.,Durham,2020-08-14 00:00:00,2020-08-15 00:00:00,Policy,Openings - recreation,"Who: Office of the Premier
What: Announced revised capacity limits on a per room basis for gymnasiums, health clubs, community centres, multi-purpose facilities, arenas, exercise studios, yoga and dance studios and other fitness facilities; allowing up to 50 patrons per room, while ensuring physical distancing of at least 2 metres
Effective until: ",https://news.ontario.ca/en/release/58002/ontario-supporting-the-safe-reopening-of-more-spaces-at-gyms-and-recreation-centres,Not applicable,Provincial/territorial,No,,Fitness,None
142,142,ON239,Ont.,Hamilton,2020-08-14 00:00:00,2020-08-15 00:00:00,Policy,Openings - recreation,"Who: Office of the Premier
What: Announced revised capacity limits on a per room basis for gymnasiums, health clubs, community centres, multi-purpose facilities, arenas, exercise studios, yoga and dance studios and other fitness facilities; allowing up to 50 patrons per room, while ensuring physical distancing of at least 2 metres
Effective until: ",https://news.ontario.ca/en/release/58002/ontario-supporting-the-safe-reopening-of-more-spaces-at-gyms-and-recreation-centres,Not applicable,Provincial/territorial,No,,Fitness,None
143,143,ON239,Ont.,Middlesex-London,2020-08-14 00:00:00,2020-08-15 00:00:00,Policy,Openings - recreation,"Who: Office of the Premier
What: Announced revised capacity limits on a per room basis for gymnasiums, health clubs, community centres, multi-purpose facilities, arenas, exercise studios, yoga and dance studios and other fitness facilities; allowing up to 50 patrons per room, while ensuring physical distancing of at least 2 metres
Effective until: ",https://news.ontario.ca/en/release/58002/ontario-supporting-the-safe-reopening-of-more-spaces-at-gyms-and-recreation-centres,Not applicable,Provincial/territorial,No,,Fitness,None
144,144,ON239,Ont.,Niagara,2020-08-14 00:00:00,2020-08-15 00:00:00,Policy,Openings - recreation,"Who: Office of the Premier
What: Announced revised capacity limits on a per room basis for gymnasiums, health clubs, community centres, multi-purpose facilities, arenas, exercise studios, yoga and dance studios and other fitness facilities; allowing up to 50 patrons per room, while ensuring physical distancing of at least 2 metres
Effective until: ",https://news.ontario.ca/en/release/58002/ontario-supporting-the-safe-reopening-of-more-spaces-at-gyms-and-recreation-centres,Not applicable,Provincial/territorial,No,,Fitness,None
145,145,ON239,Ont.,Ottawa,2020-08-14 00:00:00,2020-08-15 00:00:00,Policy,Openings - recreation,"Who: Office of the Premier
What: Announced revised capacity limits on a per room basis for gymnasiums, health clubs, community centres, multi-purpose facilities, arenas, exercise studios, yoga and dance studios and other fitness facilities; allowing up to 50 patrons per room, while ensuring physical distancing of at least 2 metres
Effective until: ",https://news.ontario.ca/en/release/58002/ontario-supporting-the-safe-reopening-of-more-spaces-at-gyms-and-recreation-centres,Not applicable,Provincial/territorial,No,,Fitness,None
146,146,ON239,Ont.,Toronto,2020-08-14 00:00:00,2020-08-15 00:00:00,Policy,Openings - recreation,"Who: Office of the Premier
What: Announced revised capacity limits on a per room basis for gymnasiums, health clubs, community centres, multi-purpose facilities, arenas, exercise studios, yoga and dance studios and other fitness facilities; allowing up to 50 patrons per room, while ensuring physical distancing of at least 2 metres
Effective until: ",https://news.ontario.ca/en/release/58002/ontario-supporting-the-safe-reopening-of-more-spaces-at-gyms-and-recreation-centres,Not applicable,Provincial/territorial,No,,Fitness,None
147,147,ON239,Ont.,Waterloo,2020-08-14 00:00:00,2020-08-15 00:00:00,Policy,Openings - recreation,"Who: Office of the Premier
What: Announced revised capacity limits on a per room basis for gymnasiums, health clubs, community centres, multi-purpose facilities, arenas, exercise studios, yoga and dance studios and other fitness facilities; allowing up to 50 patrons per room, while ensuring physical distancing of at least 2 metres
Effective until: ",https://news.ontario.ca/en/release/58002/ontario-supporting-the-safe-reopening-of-more-spaces-at-gyms-and-recreation-centres,Not applicable,Provincial/territorial,No,,Fitness,None
148,148,ON239,Ont.,Windsor-Essex,2020-08-14 00:00:00,2020-08-15 00:00:00,Policy,Openings - recreation,"Who: Office of the Premier
What: Announced revised capacity limits on a per room basis for gymnasiums, health clubs, community centres, multi-purpose facilities, arenas, exercise studios, yoga and dance studios and other fitness facilities; allowing up to 50 patrons per room, while ensuring physical distancing of at least 2 metres
Effective until: ",https://news.ontario.ca/en/release/58002/ontario-supporting-the-safe-reopening-of-more-spaces-at-gyms-and-recreation-centres,Not applicable,Provincial/territorial,No,,Fitness,None
